shipment_id,order_id,origin_store,destination_city,ship_date,delivery_date,status,carrier
SHP-006023,WEB-005198,STR-JAI-05,Pune,2024-12-03,2024-12-04,Delivered,Ecom Express
SHP-006024,WEB-008735,STR-LUC-01,Delhi,2024-07-16,2024-07-17,Delivered,BlueDart
SHP-006025,WEB-000405,STR-KOL-02,Delhi,2023-06-03,2023-06-04,Delivered,India Post
SHP-006026,WEB-011932,STR-MUM-01,Jaipur,2024-05-10,2024-05-13,Delivered,Shadowfax
SHP-006027,WEB-008590,STR-AHM-05,Bangalore,2023-04-09,2023-04-11,Delivered,DTDC
SHP-006028,WEB-014013,STR-PUN-01,Pune,2024-08-14,2024-08-22,Delivered,Shadowfax
SHP-006029,WEB-010439,STR-BAN-04,Delhi,2023-06-30,2023-07-01,Delivered,BlueDart
SHP-006030,WEB-012016,STR-LUC-03,Bangalore,2023-04-13,2023-04-18,Delivered,BlueDart
SHP-006031,WEB-013011,STR-PUN-04,Pune,2023-07-14,2023-07-18,Delivered,Delhivery
SHP-006032,WEB-001843,STR-AHM-02,Kolkata,2023-07-11,2023-07-14,Delivered,Ecom Express
SHP-006033,WEB-011441,STR-LUC-05,Chennai,2023-12-11,2023-12-14,Delivered,Shadowfax
SHP-006034,WEB-004232,STR-LUC-04,Bangalore,2023-01-26,2023-01-31,Delivered,Delhivery
SHP-006035,WEB-014006,STR-DEL-01,Delhi,2023-03-23,2023-03-31,Delivered,BlueDart
SHP-006036,WEB-001485,STR-CHE-05,Hyderabad,2023-02-02,2023-02-07,Delivered,BlueDart
SHP-006037,WEB-007828,STR-MUM-01,Jaipur,2023-01-07,2023-01-12,Delivered,DTDC
SHP-006038,WEB-012024,STR-HYD-01,Jaipur,2024-08-25,2024-08-30,Delivered,Shadowfax
SHP-006039,WEB-009500,STR-CHE-01,Ahmedabad,2023-09-01,,In Transit,XpressBees
SHP-006040,WEB-003759,STR-MUM-03,Lucknow,2023-08-28,2023-08-29,Delivered,Shadowfax
SHP-006041,WEB-005344,STR-MUM-04,Chennai,2023-03-07,2023-03-10,Delivered,DTDC
SHP-006042,WEB-013488,STR-LUC-01,Kolkata,2023-10-02,2023-10-03,Delivered,BlueDart
SHP-006043,WEB-006049,STR-BAN-05,Hyderabad,2023-10-07,2023-10-10,Delivered,DTDC
SHP-006044,WEB-000362,STR-HYD-05,Chennai,2024-12-18,2024-12-19,Delivered,XpressBees
SHP-006045,WEB-002310,STR-AHM-02,Delhi,2024-06-11,2024-06-15,Delivered,DTDC
SHP-006046,WEB-003803,STR-BAN-02,Kolkata,2024-04-23,2024-04-26,Delivered,XpressBees
SHP-006047,WEB-003643,STR-LUC-02,Chennai,2024-03-18,2024-03-22,Delivered,BlueDart
SHP-006048,WEB-008939,STR-BAN-03,Delhi,2024-05-11,2024-05-14,Delayed,India Post
SHP-006049,WEB-000878,STR-BAN-04,Delhi,2023-08-09,2023-08-13,Delivered,BlueDart
SHP-006050,WEB-006823,STR-LUC-01,Jaipur,2023-09-06,2023-09-07,Delivered,India Post
SHP-006051,WEB-014202,STR-CHE-04,Chennai,2023-09-29,,In Transit,Shadowfax
SHP-006052,WEB-012483,STR-JAI-02,Delhi,2023-04-23,2023-04-24,Delivered,XpressBees
SHP-006053,WEB-001459,STR-LUC-01,Chennai,2024-06-12,2024-06-16,Delivered,DTDC
SHP-006054,WEB-007161,STR-MUM-03,Jaipur,2023-04-30,2023-05-03,Delivered,Shadowfax
SHP-006055,WEB-011171,STR-HYD-04,Bangalore,2024-08-10,2024-08-19,Delivered,Shadowfax
SHP-006056,WEB-009291,STR-HYD-02,Pune,2024-12-14,,In Transit,Ecom Express
SHP-006057,WEB-011991,STR-DEL-05,Mumbai,2023-03-27,2023-03-28,Delivered,Ecom Express
SHP-006058,WEB-006133,STR-HYD-04,Ahmedabad,2024-06-15,2024-06-16,Delivered,XpressBees
SHP-006059,WEB-011958,STR-PUN-03,Lucknow,2023-12-02,2023-12-05,Delivered,BlueDart
SHP-006060,WEB-009039,STR-BAN-03,Delhi,2024-09-21,2024-09-25,Delivered,Ecom Express
SHP-006061,WEB-011916,STR-DEL-03,Ahmedabad,2023-03-06,2023-03-10,Delivered,Shadowfax
SHP-006062,WEB-001002,STR-JAI-03,Lucknow,2023-01-31,2023-02-03,Delivered,India Post
SHP-006063,WEB-008737,STR-AHM-04,Jaipur,2024-12-31,2025-01-01,Delivered,Ecom Express
SHP-006064,WEB-009573,STR-KOL-05,Lucknow,2023-12-11,2023-12-16,Delivered,Ecom Express
SHP-006065,WEB-007359,STR-DEL-02,Chennai,2024-05-25,2024-05-27,Delivered,Shadowfax
SHP-006066,WEB-004662,STR-CHE-04,Delhi,2024-12-21,2024-12-24,Delivered,Shadowfax
SHP-006067,WEB-006635,STR-AHM-02,Kolkata,2023-03-13,2023-03-16,Delivered,India Post
SHP-006068,WEB-013602,STR-AHM-04,Kolkata,2023-02-13,2023-02-24,Delivered,India Post
SHP-006069,WEB-004631,STR-PUN-04,Jaipur,2023-06-26,2023-06-27,Delivered,Delhivery
SHP-006070,WEB-002979,STR-PUN-01,Ahmedabad,2023-07-11,2023-07-13,Delivered,Delhivery
SHP-006071,WEB-003237,STR-KOL-02,Bangalore,2024-06-22,2024-06-27,Delivered,Ecom Express
SHP-006072,WEB-000190,STR-PUN-05,Ahmedabad,2024-07-11,2024-07-12,Delivered,DTDC
SHP-006073,WEB-007968,STR-CHE-04,Mumbai,2023-07-03,2023-07-14,Delivered,DTDC
SHP-006074,WEB-002711,STR-HYD-05,Jaipur,2023-02-28,2023-03-02,Delivered,BlueDart
SHP-006075,WEB-008899,STR-KOL-04,Chennai,2023-12-11,2023-12-14,Delivered,India Post
SHP-006076,WEB-012223,STR-JAI-01,Mumbai,2024-05-10,2024-05-14,Delivered,XpressBees
SHP-006077,WEB-001766,STR-BAN-05,Jaipur,2023-06-08,2023-06-11,Delivered,BlueDart
SHP-006078,WEB-004697,STR-LUC-05,Bangalore,2024-02-25,2024-02-26,Delivered,DTDC
SHP-006079,WEB-002611,STR-CHE-05,Chennai,2023-07-07,2023-07-18,Delivered,India Post
SHP-006080,WEB-010111,STR-LUC-03,Delhi,2024-06-20,2024-06-23,Delivered,BlueDart
SHP-006081,WEB-009340,STR-KOL-03,Bangalore,2024-04-04,2024-04-05,Delivered,Shadowfax
SHP-006082,WEB-006739,STR-KOL-02,Chennai,2023-05-09,2023-05-13,Delivered,Delhivery
SHP-006083,WEB-013730,STR-MUM-02,Hyderabad,2024-11-05,2024-11-10,Delivered,Shadowfax
SHP-006084,WEB-006326,STR-PUN-04,Mumbai,2024-12-18,2024-12-21,Delivered,Ecom Express
SHP-006085,WEB-012841,STR-KOL-04,Kolkata,2024-11-07,2024-11-17,Delivered,XpressBees
SHP-006086,WEB-012983,STR-MUM-05,Ahmedabad,2024-06-14,2024-06-19,Delivered,Delhivery
SHP-006087,WEB-010785,STR-LUC-01,Hyderabad,2025-01-12,2025-01-23,Delivered,India Post
SHP-006088,WEB-000544,STR-LUC-03,Hyderabad,2023-03-23,2023-03-24,Delivered,Delhivery
SHP-006089,WEB-002307,STR-BAN-04,Bangalore,2024-04-29,,In Transit,Ecom Express
SHP-006090,WEB-004720,STR-BAN-01,Chennai,2023-03-15,2023-03-19,Delivered,Delhivery
SHP-006091,WEB-013379,STR-KOL-01,Bangalore,2024-11-24,2024-11-25,Delivered,Ecom Express
SHP-006092,WEB-007184,STR-KOL-02,Lucknow,2023-06-02,2023-06-04,Delivered,Ecom Express
SHP-006093,WEB-008032,STR-DEL-02,Hyderabad,2024-06-05,2024-06-10,Delayed,India Post
SHP-006094,WEB-012729,STR-LUC-01,Mumbai,2025-01-29,2025-02-03,Delivered,Ecom Express
SHP-006095,WEB-012048,STR-AHM-05,Mumbai,2024-06-10,2024-06-13,Delivered,XpressBees
SHP-006096,WEB-008993,STR-LUC-05,Bangalore,2023-02-08,2023-02-11,Delivered,Delhivery
SHP-006097,WEB-003129,STR-BAN-01,Lucknow,2024-12-04,2024-12-14,Delivered,DTDC
SHP-006098,WEB-007348,STR-CHE-04,Kolkata,2023-08-05,2023-08-09,Delivered,BlueDart
SHP-006099,WEB-001961,STR-JAI-03,Hyderabad,2024-01-31,2024-02-02,Delivered,Shadowfax
SHP-006100,WEB-012086,STR-BAN-05,Mumbai,2024-02-18,2024-03-02,Delivered,Shadowfax
SHP-006101,WEB-001607,STR-KOL-01,Jaipur,2023-08-26,2023-08-28,Delivered,Shadowfax
SHP-006102,WEB-009482,STR-PUN-05,Jaipur,2023-04-11,2023-04-15,Delivered,DTDC
SHP-006103,WEB-008740,STR-PUN-04,Jaipur,2024-12-17,2024-12-29,Delivered,BlueDart
SHP-006104,WEB-012734,STR-JAI-05,Pune,2023-04-07,2023-04-11,Delivered,BlueDart
SHP-006105,WEB-010073,STR-HYD-02,Lucknow,2024-10-18,2024-10-21,Delivered,XpressBees
SHP-006106,WEB-008953,STR-DEL-01,Bangalore,2023-02-07,2023-02-10,Delivered,BlueDart
SHP-006107,WEB-014782,STR-PUN-05,Bangalore,2024-09-30,2024-10-03,Delivered,Ecom Express
SHP-006108,WEB-005033,STR-CHE-03,Hyderabad,2024-01-24,2024-01-26,Delivered,Delhivery
SHP-006109,WEB-008347,STR-MUM-04,Jaipur,2023-10-26,2023-10-28,Delivered,Shadowfax
SHP-006110,WEB-007077,STR-HYD-04,Delhi,2024-12-22,,In Transit,DTDC
SHP-006111,WEB-011755,STR-BAN-01,Hyderabad,2024-05-16,2024-05-19,Delivered,Delhivery
SHP-006112,WEB-013090,STR-MUM-05,Lucknow,2024-09-09,2024-09-11,Delivered,Delhivery
SHP-006113,WEB-007053,STR-HYD-02,Hyderabad,2023-12-28,2023-12-29,Delivered,BlueDart
SHP-006114,WEB-001631,STR-JAI-04,Pune,2025-01-06,2025-01-09,Delivered,XpressBees
SHP-006115,WEB-009964,STR-DEL-03,Bangalore,2024-11-11,2024-11-14,Delivered,Ecom Express
SHP-006116,WEB-014584,STR-PUN-05,Chennai,2025-01-29,2025-02-01,Delivered,Ecom Express
SHP-006117,WEB-014170,STR-PUN-02,Delhi,2024-09-08,2024-09-10,Delivered,Ecom Express
SHP-006118,WEB-009909,STR-BAN-05,Delhi,2024-03-30,,In Transit,Ecom Express
SHP-006119,WEB-004859,STR-HYD-01,Mumbai,2024-04-16,2024-04-20,Delivered,India Post
SHP-006120,WEB-002126,STR-LUC-02,Mumbai,2023-03-20,2023-03-25,Delivered,Delhivery
SHP-006121,WEB-010782,STR-AHM-04,Pune,2024-03-19,2024-03-22,Delivered,India Post
SHP-006122,WEB-005993,STR-KOL-04,Mumbai,2024-06-29,2024-07-04,Delivered,Delhivery
SHP-006123,WEB-003086,STR-KOL-01,Bangalore,2023-07-07,2023-07-08,Delivered,BlueDart
SHP-006124,WEB-013641,STR-DEL-05,Lucknow,2023-08-31,2023-09-03,Delivered,XpressBees
SHP-006125,WEB-008656,STR-AHM-02,Jaipur,2024-01-15,2024-01-20,Delivered,Ecom Express
SHP-006126,WEB-008644,STR-BAN-04,Pune,2024-04-06,2024-04-11,Delivered,Delhivery
SHP-006127,WEB-003505,STR-JAI-03,Lucknow,2024-08-18,,In Transit,Ecom Express
SHP-006128,WEB-001437,STR-CHE-02,Delhi,2024-10-20,2024-10-24,Delivered,Shadowfax
SHP-006129,WEB-006422,STR-BAN-01,Bangalore,2023-07-04,2023-07-13,Delivered,XpressBees
SHP-006130,WEB-012281,STR-BAN-05,Chennai,2023-05-16,2023-05-29,Delivered,India Post
SHP-006131,WEB-003735,STR-BAN-04,Mumbai,2024-01-29,2024-01-30,Delivered,Delhivery
SHP-006132,WEB-004114,STR-BAN-05,Jaipur,2023-04-28,2023-04-29,Delivered,Ecom Express
SHP-006133,WEB-001127,STR-LUC-04,Ahmedabad,2024-06-10,2024-06-19,Delivered,Ecom Express
SHP-006134,WEB-006458,STR-JAI-04,Kolkata,2024-11-09,2024-11-10,Delivered,Ecom Express
SHP-006135,WEB-009899,STR-AHM-02,Lucknow,2024-09-29,2024-09-30,Delivered,Shadowfax
SHP-006136,WEB-009781,STR-HYD-04,Jaipur,2023-11-11,2023-11-13,Delivered,Delhivery
SHP-006137,WEB-006301,STR-AHM-05,Chennai,2024-03-28,2024-04-01,Delivered,Delhivery
SHP-006138,WEB-001617,STR-MUM-04,Hyderabad,2024-07-08,2024-07-15,Delivered,Ecom Express
SHP-006139,WEB-004819,STR-PUN-02,Ahmedabad,2024-02-29,2024-03-02,Delivered,Delhivery
SHP-006140,WEB-013182,STR-JAI-03,Mumbai,2024-03-22,2024-03-27,Delivered,DTDC
SHP-006141,WEB-006047,STR-KOL-04,Jaipur,2023-08-08,2023-08-10,Delivered,BlueDart
SHP-006142,WEB-005091,STR-DEL-01,Ahmedabad,2024-12-10,2024-12-11,Delivered,Shadowfax
SHP-006143,WEB-010386,STR-MUM-05,Pune,2024-10-27,2024-11-07,Delivered,DTDC
SHP-006144,WEB-004845,STR-MUM-03,Jaipur,2024-02-15,2024-02-16,Delivered,Shadowfax
SHP-006145,WEB-003216,STR-HYD-04,Bangalore,2023-06-25,2023-06-29,Delivered,DTDC
SHP-006146,WEB-005931,STR-KOL-04,Hyderabad,2024-07-19,2024-08-02,Delivered,XpressBees
SHP-006147,WEB-009916,STR-HYD-04,Lucknow,2024-03-10,2024-03-12,Delivered,Ecom Express
SHP-006148,WEB-000542,STR-HYD-01,Mumbai,2023-12-25,2023-12-29,Delivered,BlueDart
SHP-006149,WEB-007843,STR-KOL-02,Bangalore,2023-05-28,2023-05-30,Delivered,Ecom Express
SHP-006150,WEB-002442,STR-LUC-05,Chennai,2023-07-07,2023-07-10,Delivered,Shadowfax
SHP-006151,WEB-012788,STR-MUM-04,Ahmedabad,2023-01-08,2023-01-13,Delivered,Delhivery
SHP-006152,WEB-003194,STR-LUC-03,Kolkata,2024-04-28,2024-05-02,Delivered,India Post
SHP-006153,WEB-014599,STR-KOL-05,Kolkata,2023-07-30,2023-07-31,Delivered,XpressBees
SHP-006154,WEB-004990,STR-LUC-02,Delhi,2023-01-28,,In Transit,Delhivery
SHP-006155,WEB-002426,STR-KOL-01,Hyderabad,2023-01-08,2023-01-10,Delivered,Delhivery
SHP-006156,WEB-005748,STR-PUN-03,Pune,2024-07-20,2024-07-22,Delivered,DTDC
SHP-006157,WEB-000863,STR-HYD-05,Jaipur,2023-10-31,2023-11-03,Delivered,Ecom Express
SHP-006158,WEB-011262,STR-JAI-03,Mumbai,2023-08-29,2023-09-03,Delivered,Delhivery
SHP-006159,WEB-008801,STR-AHM-03,Kolkata,2024-04-25,2024-04-27,Delivered,Ecom Express
SHP-006160,WEB-012783,STR-HYD-04,Hyderabad,2024-03-16,2024-03-20,Delivered,Delhivery
SHP-006161,WEB-007402,STR-CHE-02,Pune,2023-10-15,2023-10-16,Delivered,Delhivery
SHP-006162,WEB-006367,STR-JAI-04,Jaipur,2024-11-25,2024-11-30,Delivered,BlueDart
SHP-006163,WEB-011276,STR-MUM-05,Delhi,2023-01-21,2023-01-23,Delivered,DTDC
SHP-006164,WEB-002477,STR-DEL-02,Jaipur,2024-07-08,,In Transit,Ecom Express
SHP-006165,WEB-004768,STR-JAI-05,Hyderabad,2024-10-01,2024-10-14,Delivered,BlueDart
SHP-006166,WEB-007632,STR-JAI-03,Ahmedabad,2023-03-19,2023-03-24,Delivered,XpressBees
SHP-006167,WEB-000916,STR-DEL-01,Pune,2024-05-28,2024-06-02,Returned,XpressBees
SHP-006168,WEB-001597,STR-PUN-03,Lucknow,2024-02-09,2024-02-14,Delayed,Delhivery
SHP-006169,WEB-014112,STR-AHM-04,Hyderabad,2025-01-19,2025-01-20,Delivered,Delhivery
SHP-006170,WEB-010234,STR-JAI-04,Chennai,2023-08-28,2023-09-01,Delayed,Delhivery
SHP-006171,WEB-011573,STR-KOL-01,Pune,2024-11-07,2024-11-08,Delivered,Ecom Express
SHP-006172,WEB-013010,STR-KOL-01,Ahmedabad,2023-08-14,2023-08-19,Delivered,BlueDart
SHP-006173,WEB-002342,STR-CHE-04,Ahmedabad,2023-02-20,2023-03-02,Delivered,XpressBees
SHP-006174,WEB-010612,STR-CHE-05,Pune,2023-10-07,2023-10-08,Delivered,India Post
SHP-006175,WEB-003084,STR-CHE-02,Bangalore,2024-11-26,,In Transit,XpressBees
SHP-006176,WEB-009524,STR-LUC-03,Jaipur,2024-06-09,2024-06-14,Delivered,Ecom Express
SHP-006177,WEB-001753,STR-AHM-02,Bangalore,2024-07-12,2024-07-17,Delivered,Delhivery
SHP-006178,WEB-009494,STR-KOL-04,Lucknow,2024-06-24,2024-06-28,Delivered,Ecom Express
SHP-006179,WEB-009690,STR-KOL-02,Bangalore,2024-04-14,2024-04-17,Delivered,BlueDart
SHP-006180,WEB-006709,STR-MUM-01,Lucknow,2023-06-13,2023-06-18,Delivered,Shadowfax
SHP-006181,WEB-003356,STR-JAI-02,Hyderabad,2024-04-09,2024-04-10,Delivered,DTDC
SHP-006182,WEB-001783,STR-CHE-05,Bangalore,2024-09-16,2024-09-17,Delivered,India Post
SHP-006183,WEB-009378,STR-BAN-01,Lucknow,2024-10-02,2024-10-06,Delivered,XpressBees
SHP-006184,WEB-009626,STR-LUC-03,Delhi,2024-11-01,2024-11-06,Delivered,Ecom Express
SHP-006185,WEB-003095,STR-KOL-05,Chennai,2024-09-26,,In Transit,XpressBees
SHP-006186,WEB-009337,STR-JAI-03,Pune,2025-01-19,2025-01-22,Delivered,BlueDart
SHP-006187,WEB-011324,STR-BAN-01,Lucknow,2024-06-19,2024-06-23,Delivered,DTDC
SHP-006188,WEB-010135,STR-HYD-02,Hyderabad,2023-12-15,2023-12-17,Delivered,BlueDart
SHP-006189,WEB-007121,STR-JAI-03,Lucknow,2024-10-01,2024-10-02,Delivered,Delhivery
SHP-006190,WEB-004173,STR-BAN-03,Jaipur,2023-08-09,2023-08-12,Delivered,Shadowfax
SHP-006191,WEB-007167,STR-LUC-01,Mumbai,2024-07-06,2024-07-09,Delivered,Delhivery
SHP-006192,WEB-014999,STR-AHM-02,Lucknow,2024-10-02,2024-10-13,Delivered,XpressBees
SHP-006193,WEB-012126,STR-CHE-03,Lucknow,2023-10-03,2023-10-08,Delivered,DTDC
SHP-006194,WEB-013411,STR-BAN-05,Jaipur,2024-12-05,2024-12-07,Delivered,XpressBees
SHP-006195,WEB-008328,STR-DEL-04,Bangalore,2024-10-02,2024-10-05,Delivered,Shadowfax
SHP-006196,WEB-002901,STR-CHE-05,Lucknow,2024-04-01,2024-04-05,Delivered,XpressBees
SHP-006197,WEB-014709,STR-BAN-02,Jaipur,2023-09-09,2023-09-11,Delivered,XpressBees
SHP-006198,WEB-011149,STR-BAN-01,Ahmedabad,2023-06-24,2023-07-06,Delivered,DTDC
SHP-006199,WEB-002163,STR-PUN-01,Chennai,2023-05-23,2023-05-25,Delivered,India Post
SHP-006200,WEB-005519,STR-JAI-02,Mumbai,2024-08-01,2024-08-09,Delivered,India Post
SHP-006201,WEB-005753,STR-DEL-04,Kolkata,2023-04-12,2023-04-16,Delivered,Shadowfax
SHP-006202,WEB-004006,STR-MUM-03,Delhi,2023-05-22,2023-05-25,Delivered,Shadowfax
SHP-006203,WEB-008032,STR-DEL-04,Mumbai,2024-02-22,2024-02-26,Delivered,Delhivery
SHP-006204,WEB-008696,STR-HYD-04,Hyderabad,2024-08-25,,In Transit,India Post
SHP-006205,WEB-005845,STR-BAN-05,Delhi,2023-02-06,2023-02-10,Delivered,India Post
SHP-006206,WEB-010508,STR-KOL-02,Pune,2023-05-20,2023-05-28,Delivered,BlueDart
SHP-006207,WEB-011225,STR-DEL-04,Chennai,2023-03-15,2023-03-16,Delivered,BlueDart
SHP-006208,WEB-000653,STR-HYD-02,Jaipur,2024-03-20,2024-03-23,Delivered,Shadowfax
SHP-006209,WEB-002470,STR-BAN-04,Bangalore,2023-10-26,2023-10-30,Delivered,XpressBees
SHP-006210,WEB-006131,STR-AHM-05,Lucknow,2023-05-17,2023-05-18,Delivered,Shadowfax
SHP-006211,WEB-000133,STR-PUN-05,Delhi,2023-03-15,2023-03-19,Delivered,BlueDart
SHP-006212,WEB-005040,STR-KOL-03,Mumbai,2023-05-04,2023-05-07,Delivered,DTDC
SHP-006213,WEB-008368,STR-JAI-04,Pune,2023-09-06,2023-09-08,Delivered,Shadowfax
SHP-006214,WEB-007505,STR-MUM-03,Mumbai,2023-10-27,2023-10-28,Delivered,Shadowfax
SHP-006215,WEB-001195,STR-PUN-05,Chennai,2023-11-24,2023-11-28,Delivered,Ecom Express
SHP-006216,WEB-004786,STR-MUM-01,Kolkata,2023-05-03,2023-05-08,Delivered,XpressBees
SHP-006217,WEB-000070,STR-CHE-04,Delhi,2024-03-17,2024-03-18,Delivered,DTDC
SHP-006218,WEB-006190,STR-CHE-03,Lucknow,2024-05-24,2024-06-06,Delivered,XpressBees
SHP-006219,WEB-011122,STR-KOL-03,Mumbai,2024-07-21,2024-07-26,Delivered,BlueDart
SHP-006220,WEB-001794,STR-MUM-05,Delhi,2023-11-09,2023-11-17,Delivered,Shadowfax
SHP-006221,WEB-002841,STR-HYD-05,Hyderabad,2023-06-22,2023-06-23,Delivered,BlueDart
SHP-006222,WEB-013786,STR-KOL-01,Bangalore,2023-01-20,2023-01-31,Delivered,DTDC
SHP-006223,WEB-013974,STR-JAI-03,Kolkata,2023-01-20,2023-01-24,Delivered,Shadowfax
SHP-006224,WEB-004939,STR-BAN-02,Kolkata,2023-07-15,2023-07-20,Delivered,BlueDart
SHP-006225,WEB-004506,STR-AHM-02,Mumbai,2024-08-05,2024-08-13,Delivered,XpressBees
SHP-006226,WEB-009650,STR-MUM-02,Mumbai,2023-05-27,2023-05-29,Delivered,Shadowfax
SHP-006227,WEB-004569,STR-JAI-03,Kolkata,2024-09-07,2024-09-08,Delivered,India Post
SHP-006228,WEB-001392,STR-HYD-01,Delhi,2024-11-22,2024-11-30,Delivered,Delhivery
SHP-006229,WEB-006338,STR-MUM-05,Kolkata,2023-01-09,2023-01-16,Delivered,Delhivery
SHP-006230,WEB-004077,STR-DEL-04,Ahmedabad,2023-11-18,2023-12-02,Delivered,BlueDart
SHP-006231,WEB-003298,STR-MUM-04,Bangalore,2023-03-10,2023-03-21,Delivered,Delhivery
SHP-006232,WEB-014309,STR-DEL-03,Pune,2024-07-27,2024-08-09,Delivered,DTDC
SHP-006233,WEB-006509,STR-JAI-01,Lucknow,2024-09-01,2024-09-08,Delivered,Shadowfax
SHP-006234,WEB-010096,STR-KOL-05,Jaipur,2024-03-28,2024-04-01,Delivered,DTDC
SHP-006235,WEB-008460,STR-DEL-03,Delhi,2024-06-17,2024-06-21,Delivered,Shadowfax
SHP-006236,WEB-002322,STR-MUM-01,Chennai,2025-01-18,2025-01-21,Delivered,BlueDart
SHP-006237,WEB-012731,STR-KOL-04,Lucknow,2023-08-11,2023-08-22,Delivered,Ecom Express
SHP-006238,WEB-012760,STR-PUN-05,Hyderabad,2024-12-04,2024-12-12,Delivered,Delhivery
SHP-006239,WEB-004038,STR-JAI-05,Lucknow,2023-02-07,2023-02-12,Delivered,DTDC
SHP-006240,WEB-012351,STR-BAN-02,Mumbai,2023-09-17,2023-09-22,Delivered,XpressBees
SHP-006241,WEB-000594,STR-BAN-04,Delhi,2023-08-09,2023-08-22,Delivered,India Post
SHP-006242,WEB-010919,STR-HYD-01,Pune,2024-10-06,2024-10-11,Delivered,India Post
SHP-006243,WEB-013188,STR-JAI-02,Delhi,2023-11-20,2023-11-27,Delivered,XpressBees
SHP-006244,WEB-012241,STR-KOL-02,Lucknow,2024-04-22,2024-04-23,Delivered,XpressBees
SHP-006245,WEB-013839,STR-PUN-02,Lucknow,2023-10-03,2023-10-04,Delivered,Delhivery
SHP-006246,WEB-014679,STR-MUM-01,Kolkata,2024-04-26,2024-04-27,Delivered,India Post
SHP-006247,WEB-006072,STR-AHM-01,Mumbai,2023-10-04,2023-10-05,Returned,XpressBees
SHP-006248,WEB-011388,STR-LUC-04,Pune,2023-10-07,2023-10-08,Delivered,DTDC
SHP-006249,WEB-013098,STR-BAN-03,Mumbai,2023-05-27,2023-05-31,Delivered,India Post
SHP-006250,WEB-001451,STR-DEL-02,Delhi,2024-01-20,2024-01-25,Delivered,Delhivery
SHP-006251,WEB-013881,STR-AHM-04,Mumbai,2023-08-17,,In Transit,Delhivery
SHP-006252,WEB-003705,STR-CHE-01,Delhi,2023-01-02,2023-01-05,Delivered,Shadowfax
SHP-006253,WEB-005228,STR-PUN-04,Jaipur,2023-03-14,2023-03-17,Delivered,BlueDart
SHP-006254,WEB-002942,STR-MUM-01,Kolkata,2025-01-23,2025-01-26,Delivered,XpressBees
SHP-006255,WEB-001119,STR-KOL-05,Ahmedabad,2024-09-23,2024-09-27,Delivered,Delhivery
SHP-006256,WEB-004540,STR-AHM-05,Delhi,2024-03-31,2024-04-04,Delivered,DTDC
SHP-006257,WEB-014203,STR-JAI-02,Jaipur,2024-03-30,,In Transit,XpressBees
SHP-006258,WEB-009530,STR-HYD-02,Kolkata,2024-05-24,2024-05-28,Delivered,Delhivery
SHP-006259,WEB-009466,STR-MUM-04,Hyderabad,2023-02-06,2023-02-07,Delivered,Ecom Express
SHP-006260,WEB-012850,STR-CHE-05,Hyderabad,2023-11-03,2023-11-06,Delivered,XpressBees
SHP-006261,WEB-004043,STR-AHM-01,Lucknow,2023-03-30,2023-04-04,Delayed,India Post
SHP-006262,WEB-004033,STR-LUC-05,Hyderabad,2024-09-29,,In Transit,Delhivery
SHP-006263,WEB-005214,STR-CHE-01,Delhi,2024-02-22,2024-02-26,Delivered,Delhivery
SHP-006264,WEB-008377,STR-DEL-03,Jaipur,2024-08-08,2024-08-09,Delivered,Shadowfax
SHP-006265,WEB-014635,STR-DEL-01,Lucknow,2023-12-22,,In Transit,Shadowfax
SHP-006266,WEB-004399,STR-CHE-01,Chennai,2023-08-06,2023-08-13,Delivered,India Post
SHP-006267,WEB-000587,STR-HYD-04,Mumbai,2023-01-29,2023-02-01,Delivered,DTDC
SHP-006268,WEB-005673,STR-KOL-01,Ahmedabad,2024-11-23,2024-11-26,Delivered,BlueDart
SHP-006269,WEB-006548,STR-JAI-01,Kolkata,2024-06-28,2024-07-02,Delivered,India Post
SHP-006270,WEB-006695,STR-JAI-03,Bangalore,2024-09-01,2024-09-03,Delivered,Shadowfax
SHP-006271,WEB-012084,STR-LUC-02,Pune,2023-10-21,2023-10-26,Delivered,DTDC
SHP-006272,WEB-014980,STR-MUM-03,Jaipur,2023-10-28,2023-11-02,Delivered,Shadowfax
SHP-006273,WEB-013051,STR-LUC-04,Kolkata,2024-02-22,2024-03-05,Delivered,Delhivery
SHP-006274,WEB-005526,STR-MUM-05,Jaipur,2023-02-10,2023-02-14,Delivered,India Post
SHP-006275,WEB-003156,STR-CHE-02,Kolkata,2025-01-26,2025-01-29,Delivered,XpressBees
SHP-006276,WEB-003375,STR-DEL-01,Hyderabad,2024-03-20,2024-03-23,Delivered,India Post
SHP-006277,WEB-008328,STR-JAI-04,Chennai,2025-01-08,2025-01-18,Delivered,India Post
SHP-006278,WEB-000326,STR-LUC-01,Bangalore,2023-10-24,2023-10-28,Delivered,Delhivery
SHP-006279,WEB-009523,STR-PUN-05,Mumbai,2023-03-21,2023-03-31,Delivered,Ecom Express
SHP-006280,WEB-011179,STR-JAI-02,Delhi,2023-08-05,2023-08-07,Delivered,BlueDart
SHP-006281,WEB-012960,STR-AHM-04,Delhi,2024-08-14,,In Transit,DTDC
SHP-006282,WEB-014007,STR-AHM-04,Jaipur,2023-04-14,2023-04-17,Delivered,Ecom Express
SHP-006283,WEB-011006,STR-MUM-04,Pune,2023-01-14,2023-01-24,Delivered,DTDC
